"geneID"	"percentMeth"
"g10009"	85.6666665
"g10018"	72.633281
"g10021"	20
"g10024"	0
"g10025"	0
"g10036"	0.729927
"g10037"	100
"g10039"	44.444444
"g10061"	0
"g10064"	0
"g1007"	0.257069
"g10071"	0
"g10075"	0.263158
"g10079"	0
"g1008"	0
"g10080"	0.5479495
"g10089"	0
"g1009"	0.8
"g10094"	0
"g10099"	0
"g10100"	0
"g10101"	11.627907
"g10102"	0.3003
"g10104"	0
"g10105"	0
"g10107"	3.149351
"g10108"	4.761905
"g10109"	100
"g10110"	1.910828
"g10111"	0
"g10112"	0
"g10113"	0
"g10119"	100
"g10122"	0
"g10123"	0
"g10124"	0
"g10126"	0
"g10127"	0
"g10132"	60
"g10133"	0
"g10136"	0
"g10139"	0
"g10141"	1.948052
"g10144"	0
"g10146"	0
"g1015"	2.9346095
"g10150"	0
"g10161"	0
"g10164"	0
"g10165"	0
"g1017"	0
"g10170"	0
"g10178"	100
"g10179"	100
"g10180"	0
"g10181"	0
"g10182"	0
"g10183"	0.475059
"g10184"	0
"g10185"	0
"g10186"	0
"g10189"	8.333333
"g1019"	0
"g10190"	0
"g10191"	0.578583
"g10192"	0
"g10193"	3.030303
"g10195"	0
"g10207"	0
"g1021"	0
"g10217"	0
"g10218"	0
"g1022"	1.694915
"g10223"	0
"g10224"	24.6478875
"g10225"	0
"g10230"	0
"g10239"	0
"g10242"	0
"g10244"	0
"g10249"	0
"g10252"	0
"g10255"	0.3496545
"g10256"	0
"g10258"	0
"g10260"	0
"g10266"	0
"g10267"	0
"g10268"	0
"g10275"	0
"g10277"	92.368421
"g10278"	100
"g10279"	33.333333
"g10282"	95.522388
"g10286"	100
"g10288"	100
"g10289"	0.867052
"g10290"	0.49505
"g10291"	0
"g10292"	0
"g10294"	2.8
"g10295"	14.285714
"g10296"	90
"g10297"	12.2222225
"g10298"	0
"g10299"	0
"g10300"	0.226244
"g10305"	0
"g10306"	0.411523
"g10307"	0
"g10310"	0.630915
"g10313"	0
"g10331"	50
"g10338"	0
"g10339"	0
"g10345"	0
"g10346"	0
"g1035"	80
"g10352"	0
"g10353"	0
"g10355"	0
"g10357"	17.859674
"g10362"	0
"g10364"	0
"g10365"	0
"g10375"	2.290076
"g10380"	0
"g10384"	0
"g10385"	100
"g10386"	50.909091
"g10395"	0
"g104"	81.420373
"g10407"	4.347826
"g10408"	0
"g10409"	0
"g10410"	0
"g10412"	0
"g10414"	0
"g10415"	1.838235
"g10416"	0
"g10419"	95.235394
"g10420"	100
"g10421"	2.884615
"g10428"	100
"g1043"	15.9514925
"g10435"	0
"g10436"	63.3333335
"g1044"	73.913043
"g10443"	0
"g10444"	100
"g10445"	0
"g10446"	0
"g10449"	0
"g1045"	33.62069
"g10451"	0.6235435
"g10453"	0
"g10459"	0
"g1046"	37.837838
"g10461"	0
"g10462"	0
"g10468"	0
"g10471"	3.3838385
"g10472"	1.5814185
"g10473"	100
"g10475"	0.485437
"g10479"	95
"g10480"	0
"g10496"	95.918367
"g105"	3.278689
"g10505"	85.7142855
"g10509"	100
"g10515"	100
"g10517"	80
"g10520"	100
"g10522"	14.285714
"g10526"	2.7173915
"g10529"	1.47929
"g10531"	10.502283
"g10532"	0
"g10533"	0
"g10536"	0
"g10546"	0
"g10548"	0
"g10549"	0
"g10552"	11.627907
"g10554"	0
"g10559"	0
"g10561"	85.6944445
"g10566"	100
"g10567"	97.560976
"g1057"	1.3048835
"g10572"	0
"g10577"	0.600606
"g10578"	0
"g1058"	43.3333335
"g10580"	0
"g10583"	9.803922
"g10584"	0
"g10585"	0
"g10586"	0
"g10587"	0
"g10592"	0
"g106"	6.790123
"g10600"	0
"g10601"	0
"g10602"	0
"g10604"	0
"g10605"	0
"g10606"	0
"g10607"	0
"g10612"	0
"g10614"	1.219512
"g10619"	0
"g1062"	0
"g10621"	0
"g10622"	0
"g10623"	20
"g10624"	0
"g10628"	85.1648355
"g1063"	17.517007
"g10638"	90
"g10646"	84.4444445
"g10647"	42.5
"g1065"	91.666667
"g10667"	52.2388055
"g10672"	0
"g10678"	0
"g1068"	95.522388
"g10682"	0.662252
"g10683"	0
"g10684"	94.736842
"g10685"	1.298701
"g10688"	0
"g10689"	0
"g1069"	30
"g107"	1.298701
"g10705"	0
"g10708"	0
"g10712"	0
"g10714"	0
"g10720"	0
"g10723"	0
"g10726"	0.833333
"g10729"	40
"g10730"	0
"g10742"	0
"g10747"	0
"g10755"	0.877193
"g10757"	0
"g10761"	0
"g10762"	0
"g10774"	0
"g10787"	27.777778
"g10806"	0
"g10808"	0
"g10817"	0
"g10818"	0.694444
"g10820"	0.7462685
"g10823"	0
"g10824"	0
"g10836"	9.52381
"g10845"	55.5701755
"g10856"	36.036036
"g10859"	1.656106
"g10862"	0.862069
"g10865"	100
"g10866"	0
"g10867"	0
"g10868"	0
"g10869"	91.666667
"g1087"	0
"g10870"	0
"g10871"	0.641026
"g10872"	100
"g10873"	0
"g10874"	100
"g10875"	98.230088
"g10881"	4.029304
"g10882"	0
"g10883"	0
"g10884"	0
"g10886"	0.6872935
"g10887"	1.612903
"g10894"	0
"g10903"	0
"g1091"	0
"g10910"	78.846154
"g10913"	100
"g10920"	0
"g10925"	0
"g10930"	0
"g10931"	37.096774
"g10932"	0
"g10936"	1.2795015
"g10937"	0
"g10938"	0
"g10940"	0
"g10941"	0
"g10942"	0.984063
"g10944"	0
"g10945"	2.061798
"g10946"	0
"g10948"	2.249747
"g10954"	82.557248
"g10955"	91.666667
"g10958"	0
"g10959"	0
"g10966"	0
"g1097"	0
"g10994"	0
"g110"	0
"g11000"	0
"g11003"	0
"g11004"	0
"g11005"	27.272727
"g11011"	0
"g11012"	100
"g11013"	0
"g11014"	0
"g11016"	0
"g1103"	0
"g11032"	0.4310345
"g1104"	0
"g1105"	1.219512
"g11056"	2.192982
"g11057"	0
"g1106"	2.941176
"g11061"	0
"g11063"	1.408451
"g11065"	0
"g11069"	0
"g11070"	0
"g11075"	0
"g11077"	0
"g11085"	0
"g11098"	0
"g11100"	79.487179
"g11102"	40
"g11103"	77.170139
"g11104"	96.153846
"g11105"	1.923077
"g1111"	0
"g11111"	0
"g11120"	0.234742
"g11121"	0
"g11127"	14.2857145
"g11128"	0
"g11131"	0
"g11132"	36.363636
"g11133"	3.164557
"g11146"	0
"g11148"	0
"g11149"	0
"g11150"	0
"g11157"	19.607843
"g11169"	4.1666665
"g11170"	47.7232145
"g11174"	61.627907
"g11176"	0
"g11177"	0
"g11178"	0
"g11179"	0
"g1118"	0
"g11180"	0
"g11181"	0
"g11185"	0
"g11186"	10
"g11189"	7.142857
