"geneID"	"percentMeth"
"g10009"	92.9041355
"g10018"	90.377486
"g10021"	20
"g10024"	80
"g10025"	96.774194
"g10028"	0
"g10036"	2.173913
"g10037"	93.75
"g10039"	96.969697
"g10043"	93.150685
"g10059"	0.526316
"g10061"	0.872426
"g10063"	0
"g10064"	0
"g1007"	0.7886435
"g10071"	0
"g10075"	0.593477
"g10078"	0
"g10079"	4.6875
"g1008"	0
"g10080"	0.1766785
"g10089"	0
"g1009"	0
"g10094"	0
"g10102"	0.671141
"g10104"	2.857143
"g10105"	0
"g10107"	0
"g10108"	60
"g10109"	98.130841
"g10110"	0.8474575
"g10111"	0
"g10112"	0.826446
"g10113"	0
"g10116"	0
"g10119"	83.181818
"g10122"	0
"g10123"	0
"g10124"	0
"g10126"	0
"g10127"	0
"g10132"	0
"g10133"	0
"g10136"	0
"g10141"	1.388889
"g10144"	1.1879065
"g10146"	0
"g1015"	3.848409
"g10150"	0
"g10161"	0
"g10162"	0
"g10164"	3.947368
"g10165"	0
"g1017"	0
"g10170"	0.485437
"g10178"	94.642857
"g10179"	95.652174
"g10180"	0.648344
"g10181"	0.851064
"g10182"	0
"g10183"	1.162791
"g10184"	0
"g10185"	0
"g10186"	3.04878
"g10189"	89.186992
"g1019"	0
"g10190"	0.6849315
"g10191"	1.0239295
"g10192"	0.15625
"g10193"	4.597701
"g10195"	0
"g10205"	100
"g10207"	0
"g1021"	0
"g10214"	0
"g10217"	0.558659
"g10218"	0.307692
"g1022"	0.909091
"g10223"	0
"g10224"	0
"g10225"	0
"g10228"	0
"g10230"	0
"g10231"	0
"g10239"	2.197802
"g1024"	100
"g10242"	1.060071
"g10244"	0
"g10246"	0
"g10249"	1.3293465
"g10252"	0
"g10255"	0.4522545
"g10256"	0.917431
"g10258"	0
"g10260"	0
"g10266"	0
"g10267"	2.013423
"g10268"	0
"g10271"	0
"g10275"	0
"g10276"	0
"g10277"	96
"g10278"	86.666667
"g10279"	34.042553
"g10282"	41.875
"g10286"	100
"g10287"	100
"g10288"	98.1160285
"g10289"	1.327434
"g10290"	3.8421275
"g10291"	0
"g10292"	0
"g10294"	0
"g10295"	0.4213245
"g10296"	100
"g10297"	9.5744685
"g10298"	0
"g10299"	0.595238
"g10300"	0.3629775
"g10305"	0
"g10306"	0
"g10307"	0
"g1031"	100
"g1032"	100
"g10321"	20.3703705
"g10338"	0.2304145
"g10339"	0
"g10345"	0
"g10346"	0
"g1035"	70
"g10352"	2.985075
"g10353"	0
"g10355"	0
"g10357"	77.777778
"g10362"	0.638298
"g10364"	0
"g10365"	1.158301
"g10375"	2.040816
"g10380"	0
"g10384"	0.7281555
"g10385"	100
"g10386"	100
"g10391"	0
"g10392"	3.846154
"g10395"	0
"g104"	93.669872
"g10401"	0
"g10405"	93.478261
