"geneID"	"percentMeth"
"g10001"	60
"g10003"	0
"g1001"	0
"g10063"	0
"g1007"	0
"g10075"	0
"g1008"	0
"g10089"	0
"g10090"	0
"g10094"	0
"g10102"	0
"g10105"	0
"g10107"	0
"g10108"	100
"g10122"	20
"g10123"	0
"g10124"	0
"g10133"	0
"g10136"	0
"g10141"	50
"g10165"	0
"g1017"	0
"g10180"	0
"g10181"	0
"g10186"	0
"g10189"	0
"g1019"	0
"g10191"	92.857143
"g10193"	0
"g1021"	0
"g10217"	40
"g10218"	0
"g10219"	0
"g10242"	0
"g10254"	0
"g10258"	0
"g10288"	80
"g10290"	100
"g10294"	0
"g10295"	100
"g10298"	78.5714285
"g10299"	0
"g10300"	87.5
"g10329"	0
"g10346"	20
"g1035"	80
"g10353"	0
"g10362"	0
"g10364"	0
"g10365"	0
"g1038"	0
"g10384"	0
"g10391"	0
"g104"	100
"g10407"	25
"g10408"	60
"g10409"	0
"g10412"	0
"g10443"	0
"g10449"	0
"g10451"	0
"g10471"	0
"g10472"	80
"g10475"	0
"g10479"	0
"g10495"	100
"g10509"	60
"g10514"	100
"g10516"	0
"g10517"	0
"g10519"	0
"g10529"	0
"g10532"	0
"g10536"	0
"g10538"	0
"g10547"	36.6666665
"g10550"	80
"g10557"	0
"g10559"	0
"g10561"	0
"g10563"	28.571429
"g10567"	0
"g10568"	0
"g10584"	0
"g10600"	0
"g10602"	14.285714
"g10612"	100
"g10623"	100
"g10628"	60
"g10642"	93.75
"g10643"	80
"g10652"	83.333333
"g10653"	100
"g1068"	100
"g10684"	60
"g10685"	80
"g10710"	0
"g10714"	33.333333
"g1074"	20
"g10742"	0
"g10748"	0
"g10757"	0
"g10761"	0
"g10836"	0
"g10866"	0
"g1087"	0
"g10871"	0
"g10874"	100
"g10875"	100
"g10881"	100
"g10892"	0
"g10893"	0
"g10894"	0
"g10902"	0
"g10907"	10
"g10925"	0
"g10932"	0
"g10941"	50
"g10942"	33.333333
"g10944"	0
"g11000"	0
"g11039"	0
"g11044"	0
"g11047"	8.3333335
"g11048"	0
"g11103"	100
"g11104"	0
"g11105"	60
"g11146"	0
"g11148"	0
"g11149"	0
"g11153"	0
"g11169"	0
"g1117"	0
"g11170"	0
"g11179"	0
"g11180"	0
"g11181"	0
"g11186"	0
"g11187"	0
"g11206"	0
"g11207"	0
"g11233"	0
"g11236"	81.6666665
"g11237"	0
"g11241"	0
"g11246"	0
"g11248"	0
"g1125"	60
"g11251"	0
"g11274"	20
"g11295"	100
"g11301"	0
"g11308"	40
"g11310"	40
"g11313"	0
"g11314"	0
"g11315"	0
"g11317"	40
"g11321"	0
"g11326"	40
"g1138"	10
"g11386"	0
"g11390"	60
"g11394"	0
"g11395"	20
"g11397"	90
"g11414"	0
"g11420"	50
"g11425"	80
"g11437"	30
"g11443"	30
"g11472"	0
"g11496"	0
"g11517"	0
"g11547"	0
"g11562"	0
"g11566"	0
"g11570"	0
"g11592"	100
"g11595"	100
"g11604"	0
"g11639"	0
"g11644"	0
"g11653"	0
"g11654"	0
"g11655"	30.952381
"g11662"	0
"g11673"	0
"g11701"	94.826048
"g11702"	96.666667
"g11703"	90
"g11704"	100
"g11705"	100
"g11713"	0
"g11716"	20
"g11721"	20
"g11734"	0
"g11764"	0
"g11765"	0
"g11771"	0
"g11781"	40
"g11782"	42.5
"g11783"	40
"g11789"	100
"g11794"	100
"g11796"	0
"g11798"	0
"g11801"	0
"g11825"	90
"g11836"	0
"g11839"	0
"g11847"	78.235294
"g11855"	0
"g11887"	0
"g11899"	0
"g11924"	0
"g11925"	0
"g11926"	0
"g11927"	0
"g1193"	0
"g11934"	0
"g11935"	0
"g11937"	0
"g11944"	40
"g11951"	100
"g11960"	0
"g11961"	100
"g11964"	0
"g11967"	0
"g11969"	0
"g11978"	0
"g11983"	100
"g11984"	100
"g11985"	100
"g1199"	0
"g12008"	0
"g1201"	0
"g12037"	100
"g12038"	0
"g12040"	0
"g12057"	0
"g12058"	0
"g12059"	0
"g12060"	57.142857
"g12081"	0
"g12082"	0
"g12085"	0
"g12087"	0
"g12094"	20
"g12099"	50
"g1210"	10
"g12105"	0
"g12108"	66.666667
"g12155"	0
"g12157"	61.538462
"g12190"	66.666667
"g12194"	0
"g12197"	8.3333335
"g12222"	58.3333335
"g12241"	0
"g12243"	0
"g12244"	0
"g1226"	50
"g12263"	50
"g12267"	20
"g1228"	80
"g12283"	60
"g1230"	50
"g12306"	100
"g1231"	60
"g12312"	0
"g12341"	0
"g12343"	83.333333
"g12353"	0
"g12358"	0
"g12400"	0
"g12401"	100
"g12405"	0
"g12410"	0
"g12413"	0
"g12444"	0
"g12445"	100
"g1247"	0
"g12472"	0
"g1248"	0
"g12481"	0
"g12489"	92.857143
"g1249"	0
"g12491"	0
"g12493"	100
"g12499"	0
"g12501"	0
"g12504"	0
"g12520"	0
"g12529"	0
"g12538"	16.666667
"g12567"	40
"g12580"	0
"g12586"	0
"g12588"	0
"g1263"	0
"g12635"	0
"g12648"	0
"g12651"	0
"g12652"	0
"g1266"	0
"g12663"	0
"g12668"	0
"g1268"	0
"g127"	0
"g12714"	0
"g12716"	0
"g12720"	80
"g12721"	100
"g12725"	0
"g1273"	0
"g12736"	0
"g12746"	0
"g12747"	0
"g12755"	0
"g12756"	100
"g12766"	83.333333
"g12777"	20
"g12778"	0
"g12782"	0
"g12820"	0
"g12823"	100
"g12825"	66.666667
"g12858"	0
"g12873"	38.095238
"g12897"	0
"g12900"	0
"g12901"	20
"g12907"	0
"g12908"	0
"g12929"	0
"g12932"	0
"g12943"	100
"g12951"	42.261905
